release_date,rate_ordinal,Action,Adventure,Animation,Black Comedy,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Romance,Romantic Comedy,Thriller/Suspense,Western,day,month,weekend,Summer,Spring,Autumn,Winter,new_movie,Jon Turteltaub,Garry Marshall,Ron Clements,Wolfgang Reitherman,John Lasseter,John R. Cherry III,Stephen Herek,Lasse Hallström,Spike Lee,Adam Shankman,James Bobin,Michael Bay,Alastair Fothergill,Andrew Stanton,Robert Zemeckis,Andy Fickman,M. Night Shyamalan,Ridley Scott,Wilfred Jackson,Joel Schumacher,Frank Marshall,Robert Stevenson,Sam Weisman,Kevin Lima,Ron Howard,Brad Bird,Wes Anderson,Gary Trousdale,Hamilton Luske,Gore Verbinski,revenue
1993,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36165012.0
2004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30416359.0
1995,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29934306.0
1998,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362324957.0
1997,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45266588.0
1990,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29485923.0
1985,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50553142.0
2013,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243434130.0
1996,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057055.0
2000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104055039.0
2005,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148619029.0
2011,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10768946.0
1996,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963937.0
2006,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22044113.0
2002,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24650121.0
2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61040349.0
1994,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49945474.0
1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7652965.0
1996,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199559799.0
2011,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106270797.0
1986,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117957323.0
1968,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138612686.0
1991,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28320147.0
2000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136789252.0
2001,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44418589.0
1997,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28371890.0
1998,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216807832.0
1946,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1078510579.0
1979,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120377374.0
2004,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50886144.0
1992,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7295423.0
1994,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42940186.0
1995,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23404369.0
2008,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322979.0
2005,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25616292.0
1986,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141183693.0
1999,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283900254.0
2001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76758193.0
1996,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55159783.0
1999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14755189.0
1996,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11171714.0
1985,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9736051.0
2011,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94189503.0
1989,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150176361.0
2010,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20751600.0
2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27569558.0
1988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60097074.0
2009,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89443640.0
1996,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50465108.0
1992,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43859823.0
2007,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58350234.0
2002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14797862.0
1998,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32809442.0
1994,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59673787.0
2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200354959.0
2013,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424084233.0
1985,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31415432.0
2008,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110932022.0
2008,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262771918.0
1992,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441969178.0
2005,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,12,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14574087.0
2013,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213962184.0
2015,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16432322.0
1988,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57845202.0
2013,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86249969.0
1970,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255161499.0
2003,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42379650.0
1995,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15365850.0
1989,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85757817.0
2015,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93436322.0
2004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155021748.0
2014,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69055550.0
1990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106290270.0
2012,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192122330.0
1998,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135497531.0
2014,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52807594.0
1990,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29964452.0
2001,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7114869.0
2003,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94203395.0
2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629502.0
2007,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119860589.0
1989,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202531517.0
2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459005868.0
1995,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77573459.0
2014,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18346024.0
1992,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8187848.0
2001,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,125188122.0
1987,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50686462.0
1996,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51373912.0
2002,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117745317.0
2012,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37363513.0
2002,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27789959.0
2005,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6194870.0
1985,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25215934.0
2009,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154927105.0
1997,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085093.0
1988,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120381757.0
1961,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362870985.0
2010,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67258772.0
1993,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6654819.0
1992,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81369058.0
2002,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184521151.0
1999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13180524.0
2012,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54914942.0
1992,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119162518.0
1997,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182029412.0
1941,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000.0
1942,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267447150.0
1942,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135000.0
1953,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87404651.0
2010,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321669741.0
1999,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60655420.0
1990,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18115724.0
1988,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329803958.0
1961,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85000000.0
2002,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109862682.0
